# Wavelength(micron) (rp/rs)^2 Error_bars
3.337516515233470482e+00 1.046691617901328829e-02 1.000000000000000082e-05
3.325997526632606061e+00 1.046751013751153619e-02 1.000000000000000082e-05
3.314518294268986143e+00 1.046811182236021681e-02 1.000000000000000082e-05
3.303078680929314448e+00 1.046873838488857240e-02 1.000000000000000082e-05
3.291678549873867432e+00 1.046935598504024172e-02 1.000000000000000082e-05
3.280317764834859595e+00 1.046996062273345546e-02 1.000000000000000082e-05
3.268996190014816339e+00 1.047055484761249232e-02 1.000000000000000082e-05
3.257713690084949931e+00 1.047114611371241163e-02 1.000000000000000082e-05
3.246470130183541247e+00 1.047176371437239135e-02 1.000000000000000082e-05
3.235265375914329500e+00 1.047236154067668172e-02 1.000000000000000082e-05
3.224099293344901085e+00 1.047294076950978405e-02 1.000000000000000082e-05
3.212971749005095301e+00 1.047355692532265029e-02 1.000000000000000082e-05
3.201882609885404740e+00 1.047417314928859172e-02 1.000000000000000082e-05
3.190831743435386336e+00 1.047477433475335791e-02 1.000000000000000082e-05
3.179819017562078187e+00 1.047535386685675279e-02 1.000000000000000082e-05
3.168844300628416377e+00 1.047597987525359861e-02 1.000000000000000082e-05
3.157907461451666897e+00 1.047668191043053115e-02 1.000000000000000082e-05
3.147008369301856234e+00 1.047730367046885783e-02 1.000000000000000082e-05
3.136146893900205068e+00 1.047803391451542290e-02 1.000000000000000082e-05
3.125322905417576180e+00 1.047885857473464591e-02 1.000000000000000082e-05
3.114536274472918365e+00 1.047969418625854625e-02 1.000000000000000082e-05
3.103786872131721886e+00 1.048063237645252901e-02 1.000000000000000082e-05
3.093074569904478377e+00 1.048176442158749513e-02 1.000000000000000082e-05
3.082399239745142960e+00 1.048302801716370289e-02 1.000000000000000082e-05
3.071760754049604358e+00 1.048449901063883312e-02 1.000000000000000082e-05
3.061158985654159004e+00 1.048625722415808849e-02 1.000000000000000082e-05
3.050593807833992699e+00 1.048808111505650231e-02 1.000000000000000082e-05
3.040065094301664494e+00 1.049059190315878437e-02 1.000000000000000082e-05
3.029572719205598119e+00 1.049305658255336379e-02 1.000000000000000082e-05
3.019116557128576961e+00 1.049717026117054190e-02 1.000000000000000082e-05
3.008696483086243045e+00 1.050101061734391890e-02 1.000000000000000082e-05
2.998312372525607561e+00 1.050654531965514865e-02 1.000000000000000082e-05
2.987964101323558719e+00 1.051344762534584323e-02 1.000000000000000082e-05
2.977651545785378939e+00 1.052279337127915750e-02 1.000000000000000082e-05
2.967374582643266923e+00 1.053266719129689749e-02 1.000000000000000082e-05
2.957133089054861053e+00 1.054093394107074450e-02 1.000000000000000082e-05
2.946926942601776123e+00 1.055663922537392399e-02 1.000000000000000082e-05
2.936756021288137397e+00 1.056854891532693283e-02 1.000000000000000082e-05
2.926620203539121334e+00 1.057853338036533926e-02 1.000000000000000082e-05
2.916519368199505191e+00 1.059628828484449059e-02 1.000000000000000082e-05
2.906453394532213519e+00 1.060735490332230177e-02 1.000000000000000082e-05
2.896422162216882867e+00 1.061663959593116789e-02 1.000000000000000082e-05
2.886425551348417162e+00 1.062091243034214011e-02 1.000000000000000082e-05
2.876463442435556850e+00 1.064272802421802749e-02 1.000000000000000082e-05
2.866535716399450706e+00 1.065738368081963101e-02 1.000000000000000082e-05
2.856642254572232531e+00 1.064812644304807474e-02 1.000000000000000082e-05
2.846782938695599618e+00 1.066016544373400536e-02 1.000000000000000082e-05
2.836957650919405438e+00 1.066516438835335076e-02 1.000000000000000082e-05
2.827166273800245655e+00 1.065860598621253159e-02 1.000000000000000082e-05
2.817408690300056140e+00 1.066561602828874043e-02 1.000000000000000082e-05
2.807684783784714089e+00 1.066757676606154212e-02 1.000000000000000082e-05
2.797994438022642694e+00 1.066048962050558657e-02 1.000000000000000082e-05
2.788337537183423809e+00 1.064458633660172841e-02 1.000000000000000082e-05
2.778713965836412392e+00 1.067701793253005536e-02 1.000000000000000082e-05
2.769123608949356719e+00 1.067331751133993901e-02 1.000000000000000082e-05
2.759566351887023483e+00 1.070571432230211020e-02 1.000000000000000082e-05
2.750042080409825562e+00 1.067017354524160515e-02 1.000000000000000082e-05
2.740550680672460437e+00 1.068640252305265437e-02 1.000000000000000082e-05
2.731092039222547285e+00 1.068895815916448555e-02 1.000000000000000082e-05
2.721666042999270285e+00 1.069141640207340975e-02 1.000000000000000082e-05
2.712272579332028144e+00 1.071662105109921423e-02 1.000000000000000082e-05
2.702911535939085841e+00 1.069944813834721418e-02 1.000000000000000082e-05
2.693582800926234810e+00 1.072108234080050050e-02 1.000000000000000082e-05
2.684286262785454458e+00 1.069017759110452506e-02 1.000000000000000082e-05
2.675021810393577670e+00 1.068249784297931396e-02 1.000000000000000082e-05
2.665789333010966544e+00 1.067657608355323043e-02 1.000000000000000082e-05
2.656588720280182336e+00 1.062912425891773642e-02 1.000000000000000082e-05
2.647419862224673626e+00 1.055894397435854296e-02 1.000000000000000082e-05
2.638282649247456479e+00 1.053934540812060880e-02 1.000000000000000082e-05
2.629176972129806611e+00 1.054057812800670950e-02 1.000000000000000082e-05
2.620102722029954645e+00 1.054262839908167576e-02 1.000000000000000082e-05
2.611059790481780496e+00 1.054452114868474621e-02 1.000000000000000082e-05
2.602048069393523733e+00 1.054626059970495584e-02 1.000000000000000082e-05
2.593067451046486838e+00 1.054708283363389905e-02 1.000000000000000082e-05
2.584117828093748237e+00 1.054797718186670404e-02 1.000000000000000082e-05
2.575199093558881991e+00 1.054931586639239714e-02 1.000000000000000082e-05
2.566311140834673488e+00 1.055059824032648225e-02 1.000000000000000082e-05
2.557453863681850681e+00 1.055199886621402579e-02 1.000000000000000082e-05
2.548627156227812218e+00 1.055334655483104039e-02 1.000000000000000082e-05
2.539830912965361343e+00 1.055474498316427354e-02 1.000000000000000082e-05
2.531065028751445567e+00 1.055626594638917753e-02 1.000000000000000082e-05
2.522329398805897682e+00 1.055752895354308135e-02 1.000000000000000082e-05
2.513623918710186977e+00 1.055891835604956357e-02 1.000000000000000082e-05
2.504948484406169129e+00 1.056014326682722798e-02 1.000000000000000082e-05
2.496302992194841863e+00 1.056148156670115752e-02 1.000000000000000082e-05
2.487687338735106390e+00 1.056268914264535397e-02 1.000000000000000082e-05
2.479101421042532394e+00 1.056376687339858657e-02 1.000000000000000082e-05
2.470545136488123905e+00 1.056481335729568712e-02 1.000000000000000082e-05
2.462018382797097615e+00 1.056581979959284739e-02 1.000000000000000082e-05
2.453521058047657633e+00 1.056672423553095541e-02 1.000000000000000082e-05
2.445053060669776901e+00 1.056755597687697446e-02 1.000000000000000082e-05
2.436614289443983505e+00 1.056829184431124294e-02 1.000000000000000082e-05
2.428204643500150528e+00 1.056892813726379235e-02 1.000000000000000082e-05
2.419824022316292123e+00 1.056945445664576530e-02 1.000000000000000082e-05
2.411472325717358700e+00 1.056987854671722141e-02 1.000000000000000082e-05
2.403149453874043218e+00 1.057020730375440518e-02 1.000000000000000082e-05
2.394855307301584801e+00 1.057043382673856884e-02 1.000000000000000082e-05
2.386589786858580808e+00 1.057056279513145756e-02 1.000000000000000082e-05
2.378352793745801996e+00 1.057058928692811151e-02 1.000000000000000082e-05
2.370144229505012134e+00 1.057051239036993148e-02 1.000000000000000082e-05
2.361963996017789391e+00 1.057035730345174361e-02 1.000000000000000082e-05
2.353811995504354826e+00 1.057012114107399453e-02 1.000000000000000082e-05
2.345688130522402659e+00 1.056980377019665560e-02 1.000000000000000082e-05
2.337592303965936757e+00 1.056941651230348424e-02 1.000000000000000082e-05
2.329524419064110230e+00 1.056895622235742849e-02 1.000000000000000082e-05
2.321484379380064134e+00 1.056844546727776259e-02 1.000000000000000082e-05
2.313472088809783500e+00 1.056787731796541424e-02 1.000000000000000082e-05
2.305487451580938707e+00 1.056725698421533827e-02 1.000000000000000082e-05
2.297530372251747721e+00 1.056659516417386528e-02 1.000000000000000082e-05
2.289600755709833457e+00 1.056588702226253333e-02 1.000000000000000082e-05
2.281698507171085577e+00 1.056514068352717300e-02 1.000000000000000082e-05
2.273823532178528062e+00 1.056436281078167519e-02 1.000000000000000082e-05
2.265975736601190338e+00 1.056355556774891437e-02 1.000000000000000082e-05
2.258155026632982398e+00 1.056272571988559929e-02 1.000000000000000082e-05
2.250361308791574366e+00 1.056188292798152309e-02 1.000000000000000082e-05
2.242594489917276501e+00 1.056102539217490185e-02 1.000000000000000082e-05
2.234854477171928533e+00 1.056014991912180602e-02 1.000000000000000082e-05
2.227141178037786773e+00 1.055927316218466944e-02 1.000000000000000082e-05
2.219454500316421885e+00 1.055840887015445026e-02 1.000000000000000082e-05
2.211794352127613994e+00 1.055751856377512912e-02 1.000000000000000082e-05
2.204160641908255780e+00 1.055666677271242110e-02 1.000000000000000082e-05
2.196553278411258692e+00 1.055583251631621658e-02 1.000000000000000082e-05
2.188972170704458264e+00 1.055502760144289703e-02 1.000000000000000082e-05
2.181417228169532763e+00 1.055446588115890177e-02 1.000000000000000082e-05
2.173888360500916495e+00 1.055374719570177297e-02 1.000000000000000082e-05
2.166385477704721563e+00 1.055285670340074672e-02 1.000000000000000082e-05
2.158908490097661392e+00 1.055222676329164652e-02 1.000000000000000082e-05
2.151457308305980476e+00 1.055174282843569615e-02 1.000000000000000082e-05
2.144031843264382342e+00 1.055128902053490032e-02 1.000000000000000082e-05
2.136632006214969515e+00 1.055090471150971904e-02 1.000000000000000082e-05
2.129257708706179475e+00 1.055038141639167565e-02 1.000000000000000082e-05
2.121908862591728617e+00 1.055010073320790213e-02 1.000000000000000082e-05
2.114585380029558870e+00 1.054980398501142655e-02 1.000000000000000082e-05
2.107287173480786091e+00 1.054835583753270696e-02 1.000000000000000082e-05
2.100014155708655128e+00 1.054915475056798953e-02 1.000000000000000082e-05
2.092766239777497983e+00 1.054835573240189665e-02 1.000000000000000082e-05
2.085543339051691536e+00 1.054725144231225334e-02 1.000000000000000082e-05
2.078345367194625481e+00 1.054671948951671316e-02 1.000000000000000082e-05
2.071172238167667601e+00 1.054792999111297223e-02 1.000000000000000082e-05
2.064023866229136139e+00 1.054833707575780419e-02 1.000000000000000082e-05
2.056900165933276181e+00 1.054943005766736247e-02 1.000000000000000082e-05
2.049801052129237799e+00 1.055066488982539345e-02 1.000000000000000082e-05
2.042726439960056428e+00 1.055017979225042826e-02 1.000000000000000082e-05
2.035676244861639450e+00 1.055531695322328885e-02 1.000000000000000082e-05
2.028650382561757670e+00 1.055823153760881115e-02 1.000000000000000082e-05
2.021648769079035013e+00 1.054810801489972777e-02 1.000000000000000082e-05
2.014671320721946213e+00 1.055384712687266677e-02 1.000000000000000082e-05
2.007717954087816281e+00 1.054964031613919370e-02 1.000000000000000082e-05
2.000788586061821750e+00 1.054785620001351919e-02 1.000000000000000082e-05
1.993883133816000131e+00 1.053670333963798236e-02 1.000000000000000082e-05
1.987001514808258484e+00 1.053117255345297973e-02 1.000000000000000082e-05
1.980143646781386879e+00 1.053182950470963816e-02 1.000000000000000082e-05
1.973309447762074287e+00 1.053367739744496406e-02 1.000000000000000082e-05
1.966498836059930255e+00 1.053713697974737601e-02 1.000000000000000082e-05
1.959711730266506580e+00 1.053125931442349013e-02 1.000000000000000082e-05
1.952948049254327190e+00 1.053307284217470767e-02 1.000000000000000082e-05
1.946207712175915150e+00 1.053067715938355367e-02 1.000000000000000082e-05
1.939490638462828764e+00 1.052901985343623892e-02 1.000000000000000082e-05
1.932796747824695682e+00 1.052594975892566682e-02 1.000000000000000082e-05
1.926125960248256330e+00 1.052205808962998305e-02 1.000000000000000082e-05
1.919478195996406011e+00 1.051932277023581719e-02 1.000000000000000082e-05
1.912853375607242112e+00 1.051811404252808030e-02 1.000000000000000082e-05
1.906251419893113974e+00 1.051698960209972340e-02 1.000000000000000082e-05
1.899672249939674984e+00 1.051582648787420873e-02 1.000000000000000082e-05
1.893115787104942660e+00 1.051468795375198016e-02 1.000000000000000082e-05
1.886581953018356517e+00 1.051351931603868028e-02 1.000000000000000082e-05
1.880070669579839704e+00 1.051233577832660568e-02 1.000000000000000082e-05
1.873581858958870194e+00 1.051116269000391783e-02 1.000000000000000082e-05
1.867115443593545088e+00 1.050996768910295032e-02 1.000000000000000082e-05
1.860671346189656239e+00 1.050877366842410850e-02 1.000000000000000082e-05
1.854249489719767219e+00 1.050758288589730312e-02 1.000000000000000082e-05
1.847849797422290719e+00 1.050640553610986301e-02 1.000000000000000082e-05
1.841472192800571728e+00 1.050523770146805959e-02 1.000000000000000082e-05
1.835116599621973377e+00 1.050402128556107532e-02 1.000000000000000082e-05
1.828782941916964777e+00 1.050279257272498240e-02 1.000000000000000082e-05
1.822471143978214414e+00 1.050157139031590754e-02 1.000000000000000082e-05
1.816181130359683538e+00 1.050026496634123147e-02 1.000000000000000082e-05
1.809912825875726661e+00 1.049897228223965924e-02 1.000000000000000082e-05
1.803666155600190946e+00 1.049764103690729519e-02 1.000000000000000082e-05
1.797441044865519366e+00 1.049623866356997649e-02 1.000000000000000082e-05
1.791237419261862085e+00 1.049485304881214894e-02 1.000000000000000082e-05
1.785055204636183612e+00 1.049341441668507138e-02 1.000000000000000082e-05
1.778894327091378846e+00 1.049190653805108162e-02 1.000000000000000082e-05
1.772754712985387560e+00 1.049041388805322175e-02 1.000000000000000082e-05
1.766636288930314658e+00 1.048888805187376573e-02 1.000000000000000082e-05
1.760538981791555102e+00 1.048724248066762801e-02 1.000000000000000082e-05
1.754462718686916833e+00 1.048558661944499516e-02 1.000000000000000082e-05
1.748407426985751467e+00 1.048394120213328416e-02 1.000000000000000082e-05
1.742373034308085433e+00 1.048228270856445613e-02 1.000000000000000082e-05
1.736359468523754224e+00 1.048058646128424698e-02 1.000000000000000082e-05
1.730366657751541970e+00 1.047886956013035012e-02 1.000000000000000082e-05
1.724394530358320354e+00 1.047713810693769870e-02 1.000000000000000082e-05
1.718443014958193293e+00 1.047538155395736498e-02 1.000000000000000082e-05
1.712512040411644287e+00 1.047361757570049873e-02 1.000000000000000082e-05
1.706601535824683546e+00 1.047185890394075614e-02 1.000000000000000082e-05
1.700711430548004000e+00 1.047009751168668720e-02 1.000000000000000082e-05
1.694841654176134194e+00 1.046828530543892147e-02 1.000000000000000082e-05
1.688992136546598521e+00 1.046644752715928002e-02 1.000000000000000082e-05
1.683162807739077449e+00 1.046462804992223487e-02 1.000000000000000082e-05
1.677353598074570851e+00 1.046278607357902131e-02 1.000000000000000082e-05
1.671564438114567119e+00 1.046089795517756403e-02 1.000000000000000082e-05
1.665795258660213385e+00 1.045904611360284897e-02 1.000000000000000082e-05
1.660045990751485512e+00 1.045716920380248063e-02 1.000000000000000082e-05
1.654316565666367200e+00 1.045530248297246549e-02 1.000000000000000082e-05
1.648606914920025091e+00 1.045337002677316530e-02 1.000000000000000082e-05
1.642916970263993637e+00 1.045155116472729941e-02 1.000000000000000082e-05
1.637246663685356651e+00 1.044952469997895150e-02 1.000000000000000082e-05
1.631595927405935953e+00 1.044761235081309234e-02 1.000000000000000082e-05
1.625964693881481571e+00 1.044570798907728908e-02 1.000000000000000082e-05
1.620352895800860393e+00 1.044374495401165399e-02 1.000000000000000082e-05
1.614760466085257251e+00 1.044153013731374813e-02 1.000000000000000082e-05
1.609187337887370006e+00 1.043924853777757414e-02 1.000000000000000082e-05
1.603633444590610413e+00 1.043744159441709757e-02 1.000000000000000082e-05
1.598098719808308532e+00 1.043515721699988727e-02 1.000000000000000082e-05
1.592583097382920032e+00 1.043314199269765145e-02 1.000000000000000082e-05
1.587086511385232601e+00 1.043092631702681808e-02 1.000000000000000082e-05
1.581608896113581242e+00 1.042943956375710565e-02 1.000000000000000082e-05
1.576150186093060457e+00 1.042705822789221498e-02 1.000000000000000082e-05
1.570710316074743762e+00 1.042484889478928825e-02 1.000000000000000082e-05
1.565289221034901423e+00 1.042258728114229746e-02 1.000000000000000082e-05
1.559886836174224412e+00 1.041970859908867772e-02 1.000000000000000082e-05
1.554503096917050353e+00 1.041759830340866291e-02 1.000000000000000082e-05
1.549137938910590817e+00 1.041558230040734098e-02 1.000000000000000082e-05
1.543791298024162373e+00 1.041364934461759713e-02 1.000000000000000082e-05
1.538463110348420537e+00 1.041167038155449073e-02 1.000000000000000082e-05
1.533153312194593498e+00 1.040976321960967663e-02 1.000000000000000082e-05
1.527861840093724721e+00 1.040774889911452034e-02 1.000000000000000082e-05
1.522588630795911113e+00 1.040581875084547851e-02 1.000000000000000082e-05
1.517333621269548738e+00 1.040389227353863584e-02 1.000000000000000082e-05
1.512096748700578752e+00 1.040192478586185638e-02 1.000000000000000082e-05
1.506877950491735341e+00 1.040003891547462873e-02 1.000000000000000082e-05
1.501677164261799868e+00 1.039824310784354111e-02 1.000000000000000082e-05
1.496494327844854144e+00 1.039647811753770072e-02 1.000000000000000082e-05
1.491329379289536794e+00 1.039487590345472209e-02 1.000000000000000082e-05
1.486182256858303852e+00 1.039343396727277803e-02 1.000000000000000082e-05
1.481052899026688685e+00 1.039174225027531678e-02 1.000000000000000082e-05
1.475941244482569692e+00 1.039045186861642378e-02 1.000000000000000082e-05
1.470847232125435111e+00 1.038907805639712779e-02 1.000000000000000082e-05
1.465770801065653384e+00 1.038764142779659630e-02 1.000000000000000082e-05
1.460711890623745735e+00 1.038688068434204075e-02 1.000000000000000082e-05
1.455670440329659421e+00 1.038479853850468766e-02 1.000000000000000082e-05
1.450646389922046753e+00 1.038283661613967519e-02 1.000000000000000082e-05
1.445639679347544115e+00 1.038270248130747711e-02 1.000000000000000082e-05
1.440650248760053431e+00 1.038134261425774189e-02 1.000000000000000082e-05
1.435678038520027844e+00 1.037681640930543381e-02 1.000000000000000082e-05
1.430722989193757622e+00 1.037790737126554307e-02 1.000000000000000082e-05
1.425785041552661170e+00 1.037332905187982914e-02 1.000000000000000082e-05
1.420864136572576264e+00 1.037207904559194968e-02 1.000000000000000082e-05
1.415960215433054614e+00 1.037089710682546559e-02 1.000000000000000082e-05
1.411073219516658872e+00 1.036978383758060777e-02 1.000000000000000082e-05
1.406203090408260969e+00 1.036873842441274514e-02 1.000000000000000082e-05
1.401349769894345787e+00 1.036775786932454292e-02 1.000000000000000082e-05
1.396513199962314378e+00 1.036683741688973828e-02 1.000000000000000082e-05
1.391693322799789856e+00 1.036595801792499980e-02 1.000000000000000082e-05
1.386890080793927060e+00 1.036509876864390514e-02 1.000000000000000082e-05
1.382103416530724660e+00 1.036426273342582437e-02 1.000000000000000082e-05
1.377333272794336594e+00 1.036344741428671563e-02 1.000000000000000082e-05
1.372579592566390394e+00 1.036265084173220059e-02 1.000000000000000082e-05
1.367842319025305065e+00 1.036188933318053090e-02 1.000000000000000082e-05
1.363121395545610959e+00 1.036118947134207977e-02 1.000000000000000082e-05
1.358416765697274764e+00 1.036054569436172489e-02 1.000000000000000082e-05
1.353728373245021821e+00 1.035997064904301164e-02 1.000000000000000082e-05
1.349056162147667770e+00 1.035949082228718003e-02 1.000000000000000082e-05
1.344400076557446422e+00 1.035909733904269610e-02 1.000000000000000082e-05
1.339760060819342069e+00 1.035879531674219374e-02 1.000000000000000082e-05
1.335136059470425796e+00 1.035858736147168661e-02 1.000000000000000082e-05
1.330528017239190008e+00 1.035847259000507482e-02 1.000000000000000082e-05
1.325935879044890520e+00 1.035845466515183944e-02 1.000000000000000082e-05
1.321359589996886630e+00 1.035853122970837974e-02 1.000000000000000082e-05
1.316799095393985208e+00 1.035872310662874947e-02 1.000000000000000082e-05
1.312254340723786994e+00 1.035900945566717996e-02 1.000000000000000082e-05
1.307725271662034672e+00 1.035933961623068320e-02 1.000000000000000082e-05
1.303211834071963615e+00 1.035975793455070140e-02 1.000000000000000082e-05
1.298713974003655958e+00 1.036019988908028905e-02 1.000000000000000082e-05
1.294231637693393555e+00 1.036065177478527437e-02 1.000000000000000082e-05
1.289764771563017609e+00 1.036112131377273267e-02 1.000000000000000082e-05
1.285313322219285626e+00 1.036163472656535453e-02 1.000000000000000082e-05
1.280877236453235923e+00 1.036218864697301643e-02 1.000000000000000082e-05
1.276456461239549922e+00 1.036283182472831112e-02 1.000000000000000082e-05
1.272050943735919315e+00 1.036358527217482936e-02 1.000000000000000082e-05
1.267660631282413242e+00 1.036444673072896110e-02 1.000000000000000082e-05
1.263285471400849236e+00 1.036537894242985959e-02 1.000000000000000082e-05
1.258925411794167060e+00 1.036637076891640079e-02 1.000000000000000082e-05
1.254580400345802538e+00 1.036739035731014912e-02 1.000000000000000082e-05
1.250250385119064500e+00 1.036834499097621584e-02 1.000000000000000082e-05
1.245935314356514167e+00 1.036927796941273898e-02 1.000000000000000082e-05
1.241635136479347201e+00 1.037011147312993063e-02 1.000000000000000082e-05
1.237349800086775753e+00 1.037090616818786212e-02 1.000000000000000082e-05
1.233079253955415622e+00 1.037149633164932173e-02 1.000000000000000082e-05
1.228823447038672745e+00 1.037203375617405839e-02 1.000000000000000082e-05
1.224582328466133463e+00 1.037241000684966524e-02 1.000000000000000082e-05
1.220355847542956784e+00 1.037271257068211536e-02 1.000000000000000082e-05
1.216143953749267981e+00 1.037285167849797893e-02 1.000000000000000082e-05
1.211946596739555293e+00 1.037280631628662367e-02 1.000000000000000082e-05
1.207763726342066857e+00 1.037262479000188552e-02 1.000000000000000082e-05
1.203595292558212515e+00 1.037215762543757316e-02 1.000000000000000082e-05
1.199441245561964964e+00 1.037156286552396063e-02 1.000000000000000082e-05
1.195301535699265560e+00 1.037092838326495597e-02 1.000000000000000082e-05
1.191176113487429022e+00 1.037026067158400115e-02 1.000000000000000082e-05
1.187064929614553677e+00 1.036964139100204040e-02 1.000000000000000082e-05
1.182967934938930599e+00 1.036913348576062009e-02 1.000000000000000082e-05
1.178885080488457193e+00 1.036876668884627491e-02 1.000000000000000082e-05
1.174816317460051440e+00 1.036856284788821234e-02 1.000000000000000082e-05
1.170761597219068806e+00 1.036850840718523889e-02 1.000000000000000082e-05
1.166720871298720041e+00 1.036855308253756443e-02 1.000000000000000082e-05
1.162694091399492979e+00 1.036864972439406445e-02 1.000000000000000082e-05
1.158681209388574773e+00 1.036880565348387642e-02 1.000000000000000082e-05
1.154682177299276358e+00 1.036899950759544338e-02 1.000000000000000082e-05
1.150696947330458908e+00 1.036919061920007004e-02 1.000000000000000082e-05
1.146725471845963629e+00 1.036943012357701560e-02 1.000000000000000082e-05
1.142767703374040211e+00 1.036973528241827945e-02 1.000000000000000082e-05
1.138823594606781953e+00 1.037010178190200804e-02 1.000000000000000082e-05
1.134893098399558653e+00 1.037052141101814720e-02 1.000000000000000082e-05
1.130976167770452845e+00 1.037094845601962793e-02 1.000000000000000082e-05
1.127072755899699796e+00 1.037133345212846655e-02 1.000000000000000082e-05
1.123182816129126183e+00 1.037164014468535539e-02 1.000000000000000082e-05
1.119306301961593197e+00 1.037182669510409300e-02 1.000000000000000082e-05
1.115443167060440777e+00 1.037191927032916558e-02 1.000000000000000082e-05
1.111593365248933596e+00 1.037194671230915605e-02 1.000000000000000082e-05
1.107756850509709068e+00 1.037184468120791285e-02 1.000000000000000082e-05
1.103933576984227338e+00 1.037165741431067545e-02 1.000000000000000082e-05
1.100123498972222835e+00 1.037141105226825101e-02 1.000000000000000082e-05
1.096326570931159150e+00 1.037113598895936933e-02 1.000000000000000082e-05
1.092542747475682585e+00 1.037076385720380432e-02 1.000000000000000082e-05
1.088771983377081920e+00 1.037035397778856075e-02 1.000000000000000082e-05
1.085014233562746178e+00 1.036985064538516015e-02 1.000000000000000082e-05
1.081269453115626833e+00 1.036922700212764697e-02 1.000000000000000082e-05
1.077537597273700021e+00 1.036844290826785704e-02 1.000000000000000082e-05
1.073818621429432074e+00 1.036750167505518828e-02 1.000000000000000082e-05
1.070112481129246618e+00 1.036643925039671711e-02 1.000000000000000082e-05
1.066419132072992548e+00 1.036529183389015701e-02 1.000000000000000082e-05
1.062738530113414459e+00 1.036410555534129224e-02 1.000000000000000082e-05
1.059070631255625727e+00 1.036287630917561570e-02 1.000000000000000082e-05
1.055415391656582269e+00 1.036160009177951140e-02 1.000000000000000082e-05
1.051772767624557403e+00 1.036028790744580874e-02 1.000000000000000082e-05
1.048142715618621823e+00 1.035894364450266197e-02 1.000000000000000082e-05
1.044525192248120904e+00 1.035756177891099770e-02 1.000000000000000082e-05
1.040920154272157561e+00 1.035614922835529500e-02 1.000000000000000082e-05
1.037327558599074662e+00 1.035471338137702174e-02 1.000000000000000082e-05
1.033747362285940108e+00 1.035327684181476179e-02 1.000000000000000082e-05
1.030179522538033465e+00 1.035185292525725789e-02 1.000000000000000082e-05
1.026623996708334374e+00 1.035044027215056145e-02 1.000000000000000082e-05
1.023080742297013623e+00 1.034907212844652508e-02 1.000000000000000082e-05
1.019549716950923779e+00 1.034774436638813758e-02 1.000000000000000082e-05
1.016030878463093812e+00 1.034645260793463570e-02 1.000000000000000082e-05
1.012524184772224167e+00 1.034520184626768098e-02 1.000000000000000082e-05
1.009029593962184501e+00 1.034399080907967561e-02 1.000000000000000082e-05
1.005547064261512080e+00 1.034282388212550211e-02 1.000000000000000082e-05
1.002076554042913292e+00 1.034170923995575767e-02 1.000000000000000082e-05
9.986180218227644900e-01 1.034129937352846508e-02 1.000000000000000082e-05
9.951714262606181638e-01 1.034187105347191687e-02 1.000000000000000082e-05
9.917367261587071159e-01 1.034246059373126331e-02 1.000000000000000082e-05
9.883138804614532980e-01 1.034305829902411149e-02 1.000000000000000082e-05
9.849028482549762042e-01 1.034365878532035599e-02 1.000000000000000082e-05
9.815035887666034853e-01 1.034426741778724131e-02 1.000000000000000082e-05
9.781160613643850033e-01 1.034488987423396941e-02 1.000000000000000082e-05
9.747402255566062212e-01 1.034551997164302219e-02 1.000000000000000082e-05
9.713760409913038130e-01 1.034615749058568485e-02 1.000000000000000082e-05
9.680234674557843810e-01 1.034680241776824924e-02 1.000000000000000082e-05
9.646824648761423981e-01 1.034745454460269526e-02 1.000000000000000082e-05
9.613529933167831443e-01 1.034810731234823457e-02 1.000000000000000082e-05
9.580350129799434233e-01 1.034876690354626441e-02 1.000000000000000082e-05
9.547284842052168319e-01 1.034943940909508614e-02 1.000000000000000082e-05
9.514333674690795828e-01 1.035011877728755740e-02 1.000000000000000082e-05
9.481496233844181054e-01 1.035080474105689978e-02 1.000000000000000082e-05
9.448772127000578669e-01 1.035149700976927163e-02 1.000000000000000082e-05
9.416160963002947470e-01 1.035219551091761184e-02 1.000000000000000082e-05
9.383662352044269683e-01 1.035290041076454906e-02 1.000000000000000082e-05
9.351275905662896903e-01 1.035360448011434648e-02 1.000000000000000082e-05
9.319001236737901595e-01 1.035431438340048312e-02 1.000000000000000082e-05
9.286837959484450788e-01 1.035503721646609081e-02 1.000000000000000082e-05
9.254785689449199770e-01 1.035576595721247189e-02 1.000000000000000082e-05
9.222844043505689093e-01 1.035650067341993379e-02 1.000000000000000082e-05
9.191012639849770460e-01 1.035724108006683304e-02 1.000000000000000082e-05
9.159291097995042596e-01 1.035798739471698211e-02 1.000000000000000082e-05
9.127679038768297115e-01 1.035873217768860759e-02 1.000000000000000082e-05
9.096176084304995468e-01 1.035948254154233847e-02 1.000000000000000082e-05
9.064781858044744789e-01 1.036024557010123762e-02 1.000000000000000082e-05
9.033495984726801487e-01 1.036101409124512429e-02 1.000000000000000082e-05
9.002318090385583726e-01 1.036178788944342767e-02 1.000000000000000082e-05
8.971247802346199451e-01 1.036256707720676490e-02 1.000000000000000082e-05
8.940284749219998828e-01 1.036335159435216452e-02 1.000000000000000082e-05
8.909428560900120031e-01 1.036413332003330995e-02 1.000000000000000082e-05
8.878678868557084991e-01 1.036492056871907153e-02 1.000000000000000082e-05
8.848035304634381815e-01 1.036572000527568281e-02 1.000000000000000082e-05
8.817497502844059420e-01 1.036652472424857627e-02 1.000000000000000082e-05
8.787065098162369914e-01 1.036733454573926343e-02 1.000000000000000082e-05
8.756737726825390977e-01 1.036814912221254575e-02 1.000000000000000082e-05
